X,Y,OBJECTID,Type,Name_Full,Name_Line1,Name_Line2,STATUS,ODE_Institution_ID,ODE_ELD_License_No,DHS_OHA_Alt_ID,Site_Address_Line1,Site_Address_Line2,Site_City,Site_State,Site_Zipcode,Site_Zipcode_Plus4,Mail_Address_Line1,Mail_Address_Line2,Mail_City,Mail_State,Mail_Zipcode,Mail_Zipcode_Plus4,Phone,Phone_Fax,Email,Website,Parent_Institution_Name,Grade_Lowest_NS12,Grade_Highest_NS12,Beginning_Age_In_Months,End_Age_In_Years,Early_Learning_HUB_Name,County_Name,County_FIPS_Code,DHS_CW_District_Number,FlashAlert_Region,SBHC_Name,JoinId,POINT_X,POINT_Y,cSteward,effDate,Review_Date,Review_Staff_Name,Review_Method
-13147705.7875,5675348.5956,2954,Family Child Care Home,"Gonzalez, Erica Renae","Gonzalez, Erica Renae",,Active,,RF535297,,110 Lake Ave,,La Grande,OR,97850,1838,110 Lake Ave,,La Grande,OR,97850,1838,541-786-9499,,ericagonzalez12890@gmail.com,,,,,,,Blue Mountain Early Learning Hub,UNION,61,13,Columbia - Central Wash. / Yakima / Tri-Cities,,RF535297,-118.1078506,45.3408922300001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13650145.1348,5675357.4931,2955,Family Child Care Home,"Henstein, Joyce Elaine","Henstein, Joyce Elaine",,Active,,RF016993,,125 Woodfield Ct,,Oregon City,OR,97045,,125 Woodfield Ct,,Oregon City,OR,97045,,503-544-1781,,enj10@comcast.net,,,,,,,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,RF016993,-122.62134005,45.3409484100001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13146405.3487,5675402.6681,2956,Family Child Care Home,"Gillette, Peggy Suzanne","Gillette, Peggy Suzanne",,Active,,RF054923,,3201 N 4th St,,La Grande,OR,97850,,3201 N 4th St,,La Grande,OR,97850,,541-975-1089,,gillette92@msn.com,,,,,,,Blue Mountain Early Learning Hub,UNION,61,13,Columbia - Central Wash. / Yakima / Tri-Cities,,RF054923,-118.09616856,45.34123365,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13678157.1818,5675447.3808,2957,Child Care Center,Timberline Christian Academy,Timberline Christian Academy,,Active,,CC501650,,24645 SW Old Highway 99W,,Sherwood,OR,97140,,24645 SW Old Highway 99W,,Sherwood,OR,97140,,971-213-0626,,tami.hurst@timberlinechristian.com,,,,,24,5,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,CC501650,-122.87297655,45.34151597,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Google Maps
-13147877.0436,5675509.786,2958,Certified Family Child Care,Jamie's Daycare,Jamie's Daycare,,Active,,CF503360,,3218 N Union St,,La Grande,OR,97850,4007,3218 N Union St,,La Grande,OR,97850,4007,541-910-8856,,jamiesue868@yahoo.com,,,,,3,12,Blue Mountain Early Learning Hub,UNION,61,13,Columbia - Central Wash. / Yakima / Tri-Cities,,CF503360,-118.10938902,45.34191,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13713010.9203,5675511.2621,2959,Public School,Yamhill Carlton Intermediate School,Yamhill Carlton Intermediate School,,Active,4564,,,310 E Main,,Yamhill,OR,97148,8641,310 E Main,,Yamhill,OR,97148,8641,503-852-7660,503-662-4079,fisherm@ycschools.org,http://ycsdim.ss3.sharpschool.com,Yamhill Carlton SD 1,5,8,-99,-99,Yamhill Early Learning Hub,YAMHILL,71,3,"Portland - Longview to Salem, Astoria to The Dalles",,4564,-123.18607301,45.34191932,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/01/21 00:00:00+00,Chris Rowlette,Email
-13713140.8557,5675515.0172,2960,School District,Yamhill Carlton SD 1,Yamhill Carlton SD 1,,Active,2251,,,120 N Larch Pl,,Yamhill,OR,97148,0,120 N Larch Pl,,Yamhill,OR,97148,0,503-852-6980,,clinec@ycschools.org,www.ycsd.k12.or.us,Willamette ESD,-99,-99,-99,-99,Yamhill Early Learning Hub,YAMHILL,71,3,"Portland - Longview to Salem, Astoria to The Dalles",,2251,-123.18724024,45.34194303,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13653693.1953,5675676.4244,2961,Child Care Center,Camp Fire Columbia @ Willamette Primary,Camp Fire Columbia @ Willamette Primary,,Active,,CC503603,,1403 12th St,,West Linn,OR,97068,4648,1411 SW Morrison St Ste 300,,Portland,OR,97205,1945,503-954-8579,,willamette@campfirecolumbia.org,,,,,60,12,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CC503603,-122.65321282,45.3429621500001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13647673.2966,5675682.2686,2962,Family Child Care Home,"Geddes-Keene, Shannon Leigh","Geddes-Keene, Shannon Leigh",,Active,,RF532308,,450 Mountainview St,,Oregon City,OR,97045,3779,450 Mountainview St,,Oregon City,OR,97045,3779,503-939-1073,,slgeddeskeene@outlook.com,,,,,,,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,RF532308,-122.59913515,45.3429990500001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13653654.9949,5675704.0634,2963,Public School,Willamette Primary School,Willamette Primary School,,Active,1286,,,1403 SE 12th St,,West Linn,OR,97068,4648,1403 SE 12th St,,West Linn,OR,97068,4648,503-673-7250,503-655-3706,pryord@wlwv.k12.or.us,www.wilps.wlwv.k12.or.us,West Linn-Wilsonville SD 3J,-2,5,-99,-99,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,1286,-122.65286966,45.34313666,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/03/11 00:00:00+00,Chris Rowlette,Email
-13713095.0122,5675725.7347,2964,Public School,Yamhill Carlton High School,Yamhill Carlton High School,,Active,1238,,,275 N Maple St,,Yamhill,OR,97148,7601,275 N Maple St,,Yamhill,OR,97148,7601,503-852-7600,503-662-3220,neumang@ycschools.org,http://ycsdhs.ss3.sharpschool.com,Yamhill Carlton SD 1,9,12,-99,-99,Yamhill Early Learning Hub,YAMHILL,71,3,"Portland - Longview to Salem, Astoria to The Dalles",,1238,-123.18682842,45.3432734900001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/01/21 00:00:00+00,Chris Rowlette,Email
-13575273.0245,5675761.7855,2965,Public School,Welches Elementary School,Welches Elementary School,,Active,88,,,24901 E Salmon River Rd,,Welches,OR,97067,0,PO Box 547,,Sandy,OR,97055,547,503-622-3165,503-622-4436,kendra.payne@ortrail.k12.or.us,www.oregontrailschools.com/Domain/16,Oregon Trail SD 46,-1,5,-99,-99,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,88,-121.94875244,45.34350111,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/15 00:00:00+00,Chris Rowlette,Web
-13575273.0245,5675761.7855,2966,Child Care Center,Mt Hood Learning Center,Mt Hood Learning Center,,Active,,CC502928,,24901 E Salmon River Rd,,Welches,OR,97067,9751,PO Box 1062,,Welches,OR,97067,1062,503-668-3868,,mthoodlc@gmail.com,,,,,36,12,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CC502928,-121.94875244,45.34350111,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,School Data
-13654322.7126,5675767.861,2967,Child Care Center,Lily Pond Preschool,Lily Pond Preschool,,Active,,CC501173,,1556 Willamette Falls Dr,,West Linn,OR,97068,4542,1556 Willamette Falls Dr,,West Linn,OR,97068,4542,503-657-4628,,smpittenger@gmail.com,,,,,36,8,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CC501173,-122.65886787,45.3435394700001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Cadastral Data
-13575083.3606,5675778.593,2968,Public School,Welches Middle School,Welches Middle School,,Active,2392,,,24903 E Salmon River Rd,,Welches,OR,97067,0,PO Box 547,,Sandy,OR,97055,547,503-622-3165,503-622-4436,kendra.payne@ortrail.k12.or.us,www.oregontrailschools.com/Domain/16,Oregon Trail SD 46,6,8,-99,-99,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,2392,-121.94704866,45.34360723,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/08/06 00:00:00+00,Arron Heriford,Google / Google Streetview
-13653713.3241,5675838.316,2969,Family Child Care Home,"Secchi, Laura Michelle","Secchi, Laura Michelle",,Active,,RF521204,,1920 6th Ave,,West Linn,OR,97068,4602,1920 6th Ave,,West Linn,OR,97068,4602,503-957-6060,,lmsecchis@yahoo.com,,,,,,,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,RF521204,-122.65339364,45.3439843100001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13674420.7375,5675907.4806,2970,Certified Family Child Care,Country View ELC,Country View ELC,,Active,,CF503473,,24574 SW Ladd Hill Rd,,Sherwood,OR,97140,,24574 SW Ladd Hill Rd,,Sherwood,OR,97140,,360-319-4291,,blessedtobeblended@gmail.com,,,,,1,12,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CF503473,-122.8394115,45.3444210000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13653506.4301,5675986.7619,2971,Certified Family Child Care,Funtime Daycare,Funtime Daycare,,Active,,CF501424,,2057 Willamette Falls Dr,,West Linn,OR,97068,4608,2057 Willamette Falls Dr,,West Linn,OR,97068,4608,503-557-5620,,luisablanc3@yahoo.com,,,,,3,7,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CF501424,-122.65153508,45.34492156,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13654264.5871,5676056.8559,2972,Family Child Care Home,"Cox, Brenda Gayle","Cox, Brenda Gayle",,Active,,RF021721,,1631 April Ct,,West Linn,OR,97068,4410,1631 April Ct,,West Linn,OR,97068,4410,971-322-5613,,bcdaycare@comcast.net,,,,,,,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,RF021721,-122.65834572,45.34536411,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13635819.2369,5676125.3601,2973,Public School,Redland Elementary School,Redland Elementary School,,Active,139,,,18131 S Redland Rd,,Oregon City,OR,97045,7899,18131 S Redland Rd,,Oregon City,OR,97045,7899,503-785-8500,503-631-7645,april.albers@orecity.k12.or.us,www.redlandschool.org,Oregon City SD 62,-1,5,-99,-99,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,139,-122.49264832,45.34579662,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2014/12/19 00:00:00+00,Chris Rowlette,Email
-13675404.9076,5676492.8318,2974,Certified Family Child Care,Children's Creative Imaginations,Children's Creative Imaginations,,Active,,CF503103,,23737 SW Pinecone Ave,,Sherwood,OR,97140,,23737 SW Pinecone Ave,,Sherwood,OR,97140,,503-707-0319,,childrenscreativeimaginations@gmail.com,,,,,2,12,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,CF503103,-122.84825245,45.3481166400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13618806.8046,5676649.2005,2975,Certified Family Child Care,Lesa's Daycare,Lesa's Daycare,,Active,,CF502781,,24027 SE Filbert Rd,,Eagle Creek,OR,97022,,24027 SE Filbert Rd,,Eagle Creek,OR,97022,,503-637-5332,,lesalynn25@yahoo.com,,,,,1,12,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CF502781,-122.33982304,45.3491038400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13677708.2592,5676668.685,2976,Public School,Middleton Elementary School,Middleton Elementary School,,Active,3222,,,23505 SW Old Hwy 99W,,Sherwood,OR,97140,8640,23505 SW Old Hwy 99W,,Sherwood,OR,97140,8640,503-825-5300,503-825-5301,jpatterson@sherwood.k12.or.us,me.sherwood.k12.or.us,Sherwood SD 88J,-1,5,-99,-99,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,3222,-122.86894381,45.34922685,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/01 00:00:00+00,Chris Rowlette,Email
-13677708.2592,5676668.685,2977,Child Care Center,KCE Champions - Middleton Elementary,KCE Champions - Middleton Elementary,,Active,,CC052172,,23505 SW Old Highway 99W,,Sherwood,OR,97140,8640,"5005 Meadows Rd, Ste 200",,Lake Oswego,OR,97035,,503-568-5130,,ccunningham@discoverchampions.com,,,,,60,12,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,CC052172,-122.86894381,45.34922685,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,School Data
-13674877.0918,5676755.2752,2978,Child Care Center,Community Action Head Start - Archer Glen Elementary School,Community Action Head Start - Archer Glen Elementary School,,Active,,CC503360,,16155 SW Sunset Blvd,,Sherwood,OR,97140,8202,Attn: Jennifer Lavender,1001 SW Baseline St,Hillsboro,OR,97123,,971-563-1051,,jlavender@caowash.org,,,,,36,5,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,CC503360,-122.843511,45.34977351,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
-13656762.1211,5676767.9029,2979,Family Child Care Home,"Pumala, Tami Sprague","Pumala, Tami Sprague",,Inactive,,RF052167,,23500 SW Elderberry Ln,,West Linn,OR,97068,9131,23500 SW Elderberry Ln,,West Linn,OR,97068,9131,971-221-5070,,ffps2u@gmail.com,,,,,,,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,RF052167,-122.68078145,45.3498532300001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13674925.213,5676874.9088,2980,Public School,Archer Glen Elementary School,Archer Glen Elementary School,,Active,1334,,,16155 SW Sunset Blvd,,Sherwood,OR,97140,8202,16155 SW Sunset Blvd,,Sherwood,OR,97140,8202,503-825-5100,503-825-5101,jwollmuth@sherwood.k12.or.us,ag.sherwood.k12.or.us/,Sherwood SD 88J,-1,5,-99,-99,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,1334,-122.84394328,45.35052877,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/01 00:00:00+00,Chris Rowlette,Email
-13674925.213,5676874.9088,2981,Child Care Center,KCE Champions LLC @ Archer Glen,KCE Champions LLC @ Archer Glen,,Active,,CC001850,,16155 SW Sunset Blvd,,Sherwood,OR,97140,8202,"5005 Meadows Rd, Ste 200",,Lake Oswego,OR,97035,,503-568-5130,,ccunningham@discoverchampions.com,,,,,60,12,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,CC001850,-122.84394328,45.35052877,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,School Data
-13666773.2165,5676909.0919,2982,Private School,Horizon Christian Schools - High School,Horizon Christian Schools,High School,Active,,,100285,23370 SW Boones Ferry Rd,,Tualatin,OR,97062,0,23370 SW Boones Ferry Rd,,Tualatin,OR,97062,0,503-612-6521,503-783-2361,tredwing@horizonchristian.school,https://www.horizonchristian.school/,,9,12,-99,-99,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,100285,-122.77071265,45.3507445700001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/15 00:00:00+00,Tricia MacInnes,"Google Streetview, Google search"
-13666773.2165,5676909.0919,2983,Child Care Center,Horizon Christian Learning Center,Horizon Christian Learning Center,,Active,,CC501469,,23370 SW Boones Ferry Rd,,Tualatin,OR,97062,9643,23370 SW Boones Ferry Rd,,Tualatin,OR,97062,9643,503-691-1054,,awedin@horizonchristianschool.org,,,,,36,12,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,CC501469,-122.77071265,45.3507445700001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Google Maps
-13674541.5125,5676979.6826,2984,Public School,Sherwood Charter School,Sherwood Charter School,,Active,4220,,,23264 SW Main St,,Sherwood,OR,97140,0,PO Box 1342,,Sherwood,OR,97140,0,503-925-8007,503-925-8172,jraboli@sherwoodcharterschool.org,sherwoodcharterschool.org,Sherwood SD 88J,-1,8,-99,-99,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,4220,-122.84049644,45.35119021,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/01 00:00:00+00,Chris Rowlette,Email
-13654966.3051,5677004.3175,2985,Certified Family Child Care,"Sunny Skies Early Childhood Community, DBA Sunny Skies ECC","Sunny Skies Early Childhood Community, DBA Sunny Skies ECC",,Inactive,,CF503399,,1215 Blankenship Rd,,West Linn,OR,97068,4003,1215 Blankenship Rd,,West Linn,OR,97068,4003,971-291-6080,,sunnyskiescommunity@gmail.com,,,,,1,12,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CF503399,-122.66464936,45.35134573,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13674688.4119,5677011.0196,2986,School District,Sherwood SD 88J,Sherwood SD 88J,,Active,2244,,,23295 SW Main St,,Sherwood,OR,97140,0,23295 SW Main St,,Sherwood,OR,97140,0,503-825-5000,503-825-5001,hcordie@sherwood.k12.or.us,www.sherwood.k12.or.us/home,Northwest Regional ESD,-99,-99,-99,-99,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,2244,-122.84181606,45.3513880400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13648435.8318,5677130.5964,2987,Family Child Care Home,"Giannone, Chelsea Leah","Giannone, Chelsea Leah",,Inactive,,RF532895,,816 3rd St,,Oregon City,OR,97045,2515,816 3rd St,,Oregon City,OR,97045,2515,503-899-8220,,storybookdaycare123@gmail.com,,,,,,,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,RF532895,-122.60598512,45.3521429200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13647601.9464,5677146.852,2988,Public School Program,Eastham Community School - Heron Creek Therapeutic School,Eastham Community School,Heron Creek Therapeutic School,Active,,,100468,1404 7th St ,,Oregon City,OR,97045,0,1404 7th St ,,Oregon City,OR,97045,0,503-785-8000,,Ssibley@clackesd.k12.or.us,https://wiki.clackesd.k12.or.us/specialed/heron.html,Oregon City SD 62,-1,12,-99,-99,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,100468,-122.5984942,45.3522455400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/08/06 00:00:00+00,Arron Heriford,Google / Google Streetview
-13049187.9891,5677207.5583,2989,Public School,Joseph Charter School,Joseph Charter School,,Active,1087,,,400 Wm E Williams Ave,,Joseph,OR,97846,619,PO Box 787,,Joseph,OR,97846,619,541-432-7311,541-432-1100,sherri.kilgore@staff.josephcharter.org,www.staff.josephcharter.org,Joseph SD 6,-1,12,-99,-99,Eastern Oregon Community Based Services Hub,WALLOWA,63,13,Columbia - Central Wash. / Yakima / Tri-Cities,,1087,-117.22285016,45.3526287700001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/04/21 00:00:00+00,Chris Rowlette,Email
-13049187.9891,5677207.5583,2990,School District,Joseph SD 6,Joseph SD 6,,Active,2219,,,400 Wm E Williams Ave,,Joseph,OR,97846,0,PO Box 787,,Joseph,OR,97846,0,541-432-7311,541-432-1100,lance.homan@staff.josephcharter.org,www.staff.josephcharter.org,Region 18 ESD,-99,-99,-99,-99,Eastern Oregon Community Based Services Hub,WALLOWA,63,13,Columbia - Central Wash. / Yakima / Tri-Cities,,2219,-117.22285016,45.3526287700001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13677425.9363,5677336.7183,2991,Child Care Center,Sherwood Health & Wellness B/A School Program,Sherwood Health & Wellness B/A School Program,,Inactive,,CC002147,,23000 SW Pacific Hwy,,Sherwood,OR,97140,,22280 SW Washington St,,Sherwood,OR,97140,,503-925-9622,,mdanner@ymcacw.org,,,,,60,12,Early Learning Washington County,WASHINGTON,67,16,"Portland - Longview to Salem, Astoria to The Dalles",,CC002147,-122.86640766,45.3534441300001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2016/11/28 00:00:00+00,Arron Heriford,Google Street View
-13647392.2171,5677348.3646,2992,Family Child Care Home,"Barbeau, Lesley Anne Marie","Barbeau, Lesley Anne Marie",,Inactive,,RF522963,,801 Polk St,,Oregon City,OR,97045,2046,801 Polk St,,Oregon City,OR,97045,2046,503-928-9611,,mrsbarbeau15@yahoo.com,,,,,,,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,RF522963,-122.59661017,45.3535176500001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13053881.2411,5677387.606,2993,Certified Family Child Care,The Learning Tree Montessori School,The Learning Tree Montessori School,,Active,,CF051924,,63677 Woodland Ln,,Joseph,OR,97846,8353,63677 Woodland Ln,,Joseph,OR,97846,8353,541-263-2266,,kempannemarie@yahoo.com,,,,,36,6,Eastern Oregon Community Based Services Hub,WALLOWA,63,13,Columbia - Central Wash. / Yakima / Tri-Cities,,CF051924,-117.26501036,45.3537653700001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13653647.532,5677469.3193,2994,Family Child Care Home,"Nathan, Anju Tandon","Nathan, Anju Tandon",,Inactive,,RF519197,,1955 Taylor Ct,,West Linn,OR,97068,,1955 Taylor Ct,,West Linn,OR,97068,,503-657-6592,,anju710@hotmail.com,,,,,,,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,RF519197,-122.65280262,45.3542812000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13648575.9463,5677581.2033,2995,Private School,St. John the Apostle School,St. John the Apostle School,,Active,,,100035,516 5th St,,Oregon City,OR,97045,0,516 5th St,,Oregon City,OR,97045,0,503-742-8230,503-742-8239,principal@sja-eagles.com,http://sja-eagles.com/,,-2,8,-99,-99,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,100035,-122.60724379,45.35498748,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/15 00:00:00+00,Tricia MacInnes,"Google Streetview, Google search"
-13648575.9463,5677581.2033,2996,Child Care Center,St John The Apostle,St John The Apostle,,Active,,CC000562,,516 5th St,,Oregon City,OR,97045,2225,516 5th St,,Oregon City,OR,97045,2225,503-742-8232,,mary.haluska@sja-eagles.com,,,,,40,12,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CC000562,-122.60724379,45.35498748,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,School Data
-13654445.9644,5677627.5665,2997,Certified Family Child Care,"Little Friends Early Childhood Community, LLC","Little Friends Early Childhood Community, LLC",,Active,,CF502690,,1407 Rosemarie Dr,,West Linn,OR,97068,3933,1407 Rosemarie Dr,,West Linn,OR,97068,3933,503-757-0507,,sunshine97015@yahoo.com,,,,,1,12,Clackamas Early Learning Hub,CLACKAMAS,5,15,"Portland - Longview to Salem, Astoria to The Dalles",,CF502690,-122.65997506,45.3552801500001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,,
